query,intent
i hurt my hand,emergency
my friend fainted in the robotics lab what do i do,emergency
i feel like vomiting,emergency
i hurt my hand,emergency
where is first aid,emergency
i have stomachache,emergency
where is first aid,emergency
i need a doctor,emergency
i feel sick,emergency
my friend fainted in the robotics lab what do i do,emergency
where is first aid,emergency
my friend fainted in the robotics lab what do i do,emergency
i feel nauseated and dizzy,emergency
i have fever,emergency
i have chest pain,emergency
i need bandage,emergency
i accidentally cut myself,emergency
i am having trouble breathing,emergency
i feel dizzy,emergency
i feel nauseated and dizzy,emergency
i have chest pain,emergency
i have chest pain,emergency
i twisted my ankle,emergency
i need bandage,emergency
i feel nauseated and dizzy,emergency
my friend fainted in the robotics lab what do i do,emergency
i need first aid,emergency
where is first aid,emergency
i cut my finger,emergency
i think i am having an anxiety attack,emergency
i hurt my hand,emergency
i twisted my ankle,emergency
i need emergency help,emergency
i am having trouble breathing,emergency
i cut my finger,emergency
my friend fainted in the robotics lab what do i do,emergency
where can i get medical help,emergency
where is medical room,emergency
i injured myself,emergency
i need emergency help,emergency
i cut my finger,emergency
where can i get medical help,emergency
i injured myself,emergency
i cut my finger,emergency
i feel like vomiting,emergency
i need emergency help,emergency
i need first aid,emergency
i need emergency help,emergency
where is medical room,emergency
i twisted my ankle,emergency
someone fainted in the classroom,emergency
i have stomachache,emergency
i need bandage,emergency
i feel like vomiting,emergency
i feel sick,emergency
where is medical room,emergency
i am having trouble breathing,emergency
i need a doctor,emergency
i cut my finger,emergency
where is first aid,emergency
i have fever,emergency
my friend is unconscious,emergency
i cut my finger,emergency
my friend is unconscious,emergency
i feel like vomiting,emergency
my friend is unconscious,emergency
i accidentally cut myself,emergency
my friend fainted in the robotics lab what do i do,emergency
where is medical room,emergency
i cut my finger,emergency
i have fever,emergency
i have stomachache,emergency
i think i am having an anxiety attack,emergency
i feel dizzy,emergency
i think i am having an anxiety attack,emergency
i have stomachache,emergency
i have stomachache,emergency
i need a doctor,emergency
someone fainted in the classroom,emergency
i am having trouble breathing,emergency
my friend is unconscious,emergency
i injured myself,emergency
i injured myself,emergency
i twisted my ankle,emergency
i need emergency help,emergency
where is first aid,emergency
i hurt my hand,emergency
i am having trouble breathing,emergency
i think i am having an anxiety attack,emergency
i need a doctor,emergency
i am having trouble breathing,emergency
i feel sick,emergency
i have chest pain,emergency
i hurt my hand,emergency
someone is injured,emergency
where can i get medical help,emergency
i feel like vomiting,emergency
i need emergency help,emergency
i am bleeding,emergency
someone fainted in the classroom,emergency
i have chest pain,emergency
i have fever,emergency
i feel sick,emergency
i am bleeding,emergency
i have fever,emergency
i cut my finger,emergency
i have stomachache,emergency
i am having trouble breathing,emergency
i am bleeding,emergency
i need bandage,emergency
i am having trouble breathing,emergency
i am bleeding,emergency
