query,intent,query_len,label
someone stole my laptop what do i do,lost_found,8,16
from cse to gym,find_location,4,15
where can visitors ask for help,ask_contact,6,2
my laptop battery is dead where can i go,service_query,9,19
photography club meetings,ask_club,3,1
what snacks are available,menu_query,4,17
opening hours of Coffee Kiosk,ask_hours,5,8
how to socialise at university,social_life,5,20
hostel security details,ask_hostel,3,7
where is Artificial Intelligence and Data Science staff room,faculty_query,9,13
my phone got stolen where do i report,lost_found,8,16
menu for today,menu_query,3,17
freshers party details,ask_fest,3,6
suggest a calm place on campus,recommend_place,6,18
from civil to mechanical,find_location,4,15
internet is not working on my laptop,service_query,7,19
where is Electrical Engineering department,ask_department,5,3
what food is available now,menu_query,5,17
how to socialise at university,social_life,5,20
industry visit schedule,ask_placement,3,9
who is the contact for AI&DS Faculty Room,ask_contact,8,2
how to reach Student Counselling Room,find_location,6,15
where can i meet my project supervisor,faculty_query,7,13
i found keys near the cafeteria,lost_found,6,16
where can i ask general questions,ask_contact,6,2
practical exam schedule,ask_exam,3,5
I need help with my CV,ask_placement,6,9
what movie should i watch,fallback,5,14
I want to meet new people at university,social_life,8,20
is there a girls hostel,ask_hostel,5,7
i lost my bag,lost_found,4,16
book me a flight,fallback,4,14
how does campus placement work,ask_placement,5,9
where is lost and found,lost_found,5,16
where is the exam cell,ask_exam,5,5
where is Management staff room,faculty_query,5,13
i need to take a printout urgently,service_query,7,19
hostel laundry facility,ask_hostel,3,7
is the library open now,ask_hours,5,8
faculty room for Chemical Engineering,faculty_query,5,13
i lost my bag,lost_found,4,16
lost my wallet,lost_found,3,16
drama club auditions,ask_club,3,1
eligibility criteria for BTech,ask_admission,4,0
where can i meet my professor,faculty_query,6,13
what services does Central Library provide,facility_info,6,12
campus community events,social_life,3,20
financial aid office location,ask_scholarship,4,10
industry visit schedule,ask_placement,3,9
what is Electronics and Communication Engineering Department used for,facility_info,9,12
directions to Robotics and Automation Department,find_location,6,15
i found a wallet near the library what do i do,lost_found,11,16
any guest lecture today,ask_event,4,4
where is Computer Science Engineering department,ask_department,6,3
how to get involved in campus activities,social_life,7,20
hostel canteen timing,ask_hostel,3,7
i twisted my ankle,emergency,4,11
fee waiver process,ask_scholarship,3,10
where can i study quietly,recommend_place,5,18
where can i relax after class,recommend_place,6,18
where is medical room,emergency,4,11
student social events this week,social_life,5,20
i think someone stole my phone,lost_found,6,16
lost my watch,lost_found,3,16
what are the timings of BIO Classroom 501,ask_hours,8,8
where is Mechanical Engineering department,ask_department,5,3
what is love,fallback,3,14
I want to meet new people at university,social_life,8,20
directions to BIO Faculty Room,find_location,5,15
i feel dizzy,emergency,3,11
project submission deadline,ask_exam,3,5
how do i get to Indoor Games Room,find_location,8,15
how do I register as a new student,ask_admission,8,0
any events today,ask_event,3,4
exam timetable for this semester,ask_exam,5,5
where can i meet my professor,faculty_query,6,13
i lost my bag,lost_found,4,16
tell me about Innovation and Incubation Centre,facility_info,7,12
what does Electronics and Communication Engineering department offer,ask_department,8,3
where is the admissions office,ask_admission,5,0
tell me about Artificial Intelligence and Data Science Department,facility_info,9,12
where is a comfortable place to sit,recommend_place,7,18
music club details,ask_club,3,1
who handles hostel issues,ask_contact,4,2
hostel common room timing,ask_hostel,4,7
where to pay admission fees,ask_admission,5,0
what services does Student Parking Area provide,facility_info,7,12
navigate to HOD Office - Mechanical Engineering,find_location,7,15
tuition fee instalment plan,ask_scholarship,4,10
where can i return books,service_query,5,19
i found a wallet near the library what do i do,lost_found,11,16
drama club auditions,ask_club,3,1
can i visit Chemical Engineering Department now,ask_hours,7,8
directions to CSE Department Washrooms,find_location,5,15
where can i return books,service_query,5,19
tuition fee instalment plan,ask_scholarship,4,10
my laptop battery died where can i charge,service_query,8,19
dance competition on campus,ask_fest,4,6
prospectus for new students,ask_admission,4,0
lost property office,lost_found,3,16
how do i talk to girls,fallback,6,14
what does HOD Office - Information Technology offer,facility_info,8,12
what facilities are in Group Study Room,facility_info,7,12
where can i find a boyfriend,fallback,6,14
how to get student id reissued,service_query,6,19
what is the price of tea,menu_query,6,17
what is bitcoin price,fallback,4,14
industry visit schedule,ask_placement,3,9
where is the it helpdesk,service_query,5,19
what is today menu,menu_query,4,17
events at student union,ask_event,4,4
my wifi is not working,service_query,5,19
mock interview preparation help,ask_placement,4,9
is there a nice outdoor spot on campus,recommend_place,8,18
take me to Registrar Office,find_location,5,15
what snacks are available,menu_query,4,17
what is today menu,menu_query,4,17
where can i sit with laptop,recommend_place,6,18
where should i report lost item,lost_found,6,16
where can i sit and focus on my assignment,recommend_place,9,18
i found a phone on campus,lost_found,6,16
where can i ask general questions,ask_contact,6,2
how much is coffee,menu_query,4,17
where can i sit and focus on my assignment,recommend_place,9,18
what does Humanities and Communication department offer,ask_department,7,3
which companies come for recruitment,ask_placement,5,9
where can i ask general questions,ask_contact,6,2
how to get involved in campus activities,social_life,7,20
business plan competition,ask_fest,3,6
cultural fest this year,ask_fest,4,6
where is first aid,emergency,4,11
exam schedule for final year,ask_exam,5,5
i am having trouble breathing,emergency,5,11
how to get student id reissued,service_query,6,19
where is Robotics and Automation staff room,faculty_query,7,13
i found a phone on campus,lost_found,6,16
hostel fees and charges,ask_hostel,4,7
hostel common room timing,ask_hostel,4,7
is there a nice outdoor spot on campus,recommend_place,8,18
is the library open now,ask_hours,5,8
tell me about Civil Engineering,ask_department,5,3
hostel mess menu,ask_hostel,3,7
how to reach Mechanical Engineering Department,find_location,6,15
best place to read on campus,recommend_place,6,18
menu for today,menu_query,3,17
who is the contact for Registrar Office,ask_contact,7,2
food festival on campus,ask_fest,4,6
i found someone bag what should i do,lost_found,8,16
where can i do group study,recommend_place,6,18
who handles hostel issues,ask_contact,4,2
overnight stay in hostel,ask_hostel,4,7
which floor is Electrical Engineering department,ask_department,6,3
someone is injured,emergency,3,11
show me upcoming events,ask_event,4,4
hackathon on campus,ask_fest,3,6
what is CHE Classroom 402 used for,facility_info,7,12
is the library open now,ask_hours,5,8
my wifi is not working,service_query,5,19
someone stole my laptop what do i do,lost_found,8,16
exam timetable for this semester,ask_exam,5,5
AI club at university,ask_club,4,1
where is the hod office of Information Technology,faculty_query,8,13
i lost my student id card,lost_found,6,16
what food is available now,menu_query,5,17
what time does the gym open,ask_hours,6,8
i found someone phone,lost_found,4,16
how to get involved on campus,ask_club,6,1
what is on the menu today,menu_query,6,17
is the library open now,ask_hours,5,8
how do i go from Indoor Games Room to the library,find_location,11,15
what time does Reading Room close,ask_hours,6,8
student social events this week,social_life,5,20
friendly places on campus,social_life,4,20
induction programme for new students,ask_admission,5,0
tell me about Electronics and Communication Engineering,ask_department,7,3
hostel gate pass procedure,ask_hostel,4,7
i found a phone on campus,lost_found,6,16
i found someone phone,lost_found,4,16
hostel room availability,ask_hostel,3,7
opening hours of IT Help Desk,ask_hours,6,8
i feel dizzy,emergency,3,11
academic excellence award,ask_scholarship,3,10
where can i meet my professor,faculty_query,6,13
i found someone phone,lost_found,4,16
tell me about Information Technology,ask_department,5,3
who manages document queries,ask_contact,4,2
how do i cook pasta,fallback,5,14
where can i get medical help,emergency,6,11
career guidance sessions,ask_placement,3,9
how do i go from Chemical Engineering Department to the library,find_location,11,15
induction programme for new students,ask_admission,5,0
give me details about BIO Classroom 501,facility_info,7,12
where can i get my id card reissued,service_query,8,19
what time does HOD Office - Electronics and Communication Engineering close,ask_hours,11,8
debate competition details,ask_fest,3,6
is Chemical Engineering Lab open today,ask_hours,6,8
where is a comfortable place to sit,recommend_place,7,18
hostel mess menu,ask_hostel,3,7
where can i meet a girlfriend,fallback,6,14
I am new here how to settle in,social_life,8,20
placement cell opening hours,ask_placement,4,9
dance competition on campus,ask_fest,4,6
i found a wallet near the library what do i do,lost_found,11,16
which companies come for recruitment,ask_placement,5,9
change hostel room request,ask_hostel,4,7
where can i prepare for exams,recommend_place,6,18
coffee price,menu_query,2,17
where can i find Civil Engineering Department,find_location,7,15
what facilities are in Innovation and Incubation Centre,facility_info,8,12
how to apply for scholarship,ask_scholarship,5,10
hostel warden contact,ask_hostel,3,7
scholarship amount details,ask_scholarship,3,10
what is todays date,fallback,4,14
where can i study peacefully,recommend_place,5,18
where should i report lost item,lost_found,6,16
bursary for students,ask_scholarship,3,10
where is the library,find_location,4,15
where can i ask general questions,ask_contact,6,2
anything happening on campus,ask_event,4,4
music fest at university,ask_fest,4,6
farewell party for final year,ask_fest,5,6
what year is it,fallback,4,14
debate society details,ask_club,3,1
can i visit Robotics and Automation Lab now,ask_hours,8,8
